time,ctrlCorrection0,ctrlCorrection1,ctrlCorrection2,ctrlCorrection3,ctrlDisturbance0,ctrlDisturbance1,ctrlDisturbance2,ctrlDisturbance3,ctrlGround0,ctrlGround1,ctrlGround2,ctrlGround3,ctrlOutput0,ctrlOutput1,ctrlOutput2,ctrlOutput3,ctrlOutput4,ctrlOutput5,ctrlOutputKalman0,ctrlOutputKalman1,ctrlOutputKalman2,ctrlOutputKalman3,ctrlOutputKalman4,ctrlOutputKalman5,ctrlOutputLuenburger0,ctrlOutputLuenburger1,ctrlOutputLuenburger2,ctrlOutputLuenburger3,ctrlOutputLuenburger4,ctrlOutputLuenburger5,ctrlOutputOffset0,ctrlOutputOffset1,ctrlOutputOffset2,ctrlOutputOffset3,ctrlOutputOffset4,ctrlOutputOffset5,ctrlOutputRaw0,ctrlOutputRaw1,ctrlOutputRaw2,ctrlOutputRaw3,ctrlOutputRaw4,ctrlOutputRaw5,ctrlReference0,ctrlReference1,ctrlReference2,ctrlReference3,ctrlReference4,ctrlReference5,ctrlStateIntegral0,ctrlStateIntegral1,ctrlStateIntegral2,ctrlStateIntegral3,ctrlStateIntegral4,ctrlStateIntegral5,ctrlStateKalman0,ctrlStateKalman1,ctrlStateKalman2,ctrlStateKalman3,ctrlStateKalman4,ctrlStateKalman5,ctrlStateKalman6,ctrlStateKalman7,ctrlStateKalman8,ctrlStateKalman9,ctrlStateKalman10,ctrlStateKalman11,ctrlStateKalman12,ctrlStateKalman13,ctrlStateKalman14,ctrlStateKalman15,ctrlStateKalman16,ctrlStateKalman17,ctrlStateKalman18,ctrlStateKalman19,ctrlStateKalman20,ctrlStateLuenburger0,ctrlStateLuenburger1,ctrlStateLuenburger2,ctrlStateLuenburger3,ctrlStateLuenburger4,ctrlStateLuenburger5,ctrlStateLuenburger6,ctrlStateLuenburger7,ctrlStateLuenburger8,ctrlStateLuenburger9,ctrlStateLuenburger10,ctrlStateLuenburger11,ctrlStateLuenburger12,ctrlStateLuenburger13,ctrlStateLuenburger14,ctrlStateLuenburger15,ctrlStateLuenburger16,ctrlStateLuenburger17,ctrlStateLuenburger18,ctrlStateLuenburger19,ctrlStateLuenburger20,ctrlcommand0,ctrlcommand1,ctrlcommand2,ctrlcommand3,inletRead0,inletRead1,inletRead2,inletRead3,inletTime0,inletTime1,inletTime2,inletTime3,inletWrite0,inletWrite1,inletWrite2,inletWrite3,
1.016,-0.901444,-4.53794,12.5689,-7.12951,0.0491297,-0.069821,-0.192587,0.213278,230,230,180,200,342.098,0,-374.992,0,0,0,345.438,0.122463,-375.223,0,0,0,344.805,-1.77504,-376.925,0,0,0,-2286.13,-1884.83,509.857,0,0,0,-1944.04,-1884.83,134.866,0,0,0,345.387,0,-378.281,0,0,0,-222.693,0.32894,288.481,0,0,0,342.32,0.0288088,-375.001,0,0,0,-3.4428,-0.0746326,3.97396,0.10121,-2.89751,2.36635,-6.34031,-3.4428,-0.0825648,3.97396,0.110366,-2.89751,-0.299642,2.36635,0.284971,344.536,-1.67062,-377.007,0,0,0,0.907121,-0.0545547,-0.799619,0.0590079,-5.00183,4.89433,-4.09471,0.907121,-0.0524647,-0.799619,0.0571656,-5.00183,-0.442977,4.89433,0.439082,0.117416,0.0730514,-0.631675,0.420174,229.119,225.332,191.879,193.773,978.7,978.7,978.725,978.725,229.216,225.535,191.937,193.291,
1.116,-0.900528,-4.53901,12.5648,-7.12529,0.0457635,-0.0531921,-0.203902,0.211331,230,230,180,200,342.098,0,-374.992,0,0,0,341.976,0.426204,-375.291,0,0,0,344.536,-1.67062,-377.007,0,0,0,-2286.13,-1884.83,509.857,0,0,0,-1944.04,-1884.83,134.866,0,0,0,345.387,0,-378.281,0,0,0,-223.021,0.32894,288.81,0,0,0,342.092,0.0272888,-375.014,0,0,0,2.49615,0.0549819,1.38414,0.118235,-4.77687,0.896573,-2.28071,2.49615,0.060733,1.38414,0.121424,-4.77687,-0.31597,0.896573,0.187859,344.301,-1.54805,-377.246,0,0,0,6.45688,0.0742929,-2.74873,0.0889553,-6.98556,3.27742,-0.528681,6.45688,0.0891695,-2.74873,0.0826222,-6.98556,-0.468178,3.27742,0.343466,0.178577,0.0901158,-0.636799,0.338268,229.119,225.332,191.879,192.51,978.8,978.8,978.825,978.825,229.278,225.551,191.928,193.213,
1.226,-0.899399,-4.53991,12.5604,-7.12106,0.0564691,-0.0451233,-0.22259,0.211244,230,230,180,200,342.098,0,-374.992,0,0,0,342.341,0.165703,-375.491,0,0,0,344.301,-1.54805,-377.246,0,0,0,-2286.13,-1884.83,509.857,0,0,0,-1944.04,-1884.83,134.866,0,0,0,345.387,0,-378.281,0,0,0,-223.35,0.32894,289.138,0,0,0,342.114,0.0122261,-375.028,0,0,0,3.88635,0.0961521,1.17756,0.128426,-5.05004,-0.0138731,-1.16369,3.88635,0.105106,1.17756,0.131139,-5.05004,-0.296014,-0.0138731,0.127349,344.648,-1.63836,-377.656,0,0,0,8.14975,0.124147,-2.90909,0.106947,-7.52958,2.28892,0.620169,8.14975,0.142924,-2.90909,0.100245,-7.52958,-0.46057,2.28892,0.284696,0.186287,0.106262,-0.62965,0.304462,229.119,225.332,191.879,193.773,978.9,978.9,978.925,978.925,229.287,225.566,191.931,193.183,
1.31,-0.897945,-4.54069,12.5555,-7.11688,0.0727029,-0.0388693,-0.243195,0.209361,230,230,180,200,342.098,0,-374.992,0,0,0,342.503,0.129982,-375.533,0,0,0,344.648,-1.63836,-377.656,0,0,0,-2286.13,-1884.83,509.857,0,0,0,-1944.04,-1884.83,134.866,0,0,0,345.387,0,-378.281,0,0,0,-223.679,0.32894,289.467,0,0,0,342.124,0.0108467,-375.03,0,0,0,3.21924,0.0920841,1.90207,0.134126,-4.73515,-0.386161,-1.51591,3.21924,0.0995013,1.90207,0.138509,-4.73515,-0.275629,-0.386161,0.104139,345.118,-1.73463,-378.066,0,0,0,8.01793,0.132738,-2.30341,0.119589,-7.54384,1.82931,0.474095,8.01793,0.151211,-2.30341,0.114282,-7.54384,-0.453086,1.82931,0.261647,0.197421,0.11676,-0.643012,0.293716,229.119,225.332,191.879,192.51,979,979,979.025,979.025,229.299,225.576,191.912,193.177,
1.416,-0.896212,-4.54129,12.5502,-7.11275,0.0866547,-0.030335,-0.26285,0.20653,230,230,180,200,342.098,0,-374.992,0,0,0,342.446,0.201054,-375.504,0,0,0,345.118,-1.73463,-378.066,0,0,0,-2286.13,-1884.83,509.857,0,0,0,-1944.04,-1884.83,134.866,0,0,0,345.387,0,-378.281,0,0,0,-224.008,0.32894,289.796,0,0,0,342.121,0.015213,-375.028,0,0,0,3.04718,0.0904153,2.08276,0.135045,-4.65637,-0.473567,-1.60919,3.04718,0.097436,2.08276,0.139843,-4.65637,-0.27118,-0.473567,0.0982694,345.513,-1.7588,-378.424,0,0,0,8.25165,0.142311,-2.11099,0.128974,-7.77078,1.63012,0.480874,8.25165,0.161323,-2.11099,0.124111,-7.77078,-0.461137,1.63012,0.255563,0.216035,0.125122,-0.671759,0.292458,229.119,226.594,191.879,191.879,979.1,979.1,979.125,979.125,229.32,225.584,191.878,193.18,
1.519,-0.894708,-4.54233,12.5469,-7.10982,0.0751886,-0.0521135,-0.169409,0.146334,230,230,180,200,342.098,0,-378.281,0,0,0,342.426,0.223489,-375.494,0,0,0,345.513,-1.7588,-378.424,0,0,0,-2286.13,-1884.83,509.857,0,0,0,-1944.04,-1884.83,131.576,0,0,0,345.387,0,-378.281,0,0,0,-224.337,0.32894,289.796,0,0,0,342.128,0.018259,-378.077,0,0,0,4.19765,0.112811,2.07825,0.165211,-6.08703,-0.188869,-1.88938,4.19765,0.122483,2.07825,0.17,-6.08703,-0.359883,-0.188869,0.150544,345.913,-1.73741,-379.161,0,0,0,8.87747,0.156745,-2.20875,0.137902,-8.19805,1.52933,0.679416,8.87747,0.177199,-2.20875,0.132813,-8.19805,-0.479883,1.52933,0.256664,0.204114,0.0418847,-0.317015,0.0437781,228.487,226.594,193.141,193.773,979.2,979.2,979.225,979.225,229.309,225.5,192.23,192.934,
1.614,-0.89288,-4.54323,12.5431,-7.10704,0.0914133,-0.0445385,-0.185852,0.138977,230,230,180,200,342.098,0,-378.281,0,0,0,342.548,0.226084,-378.685,0,0,0,345.913,-1.73741,-379.161,0,0,0,-2286.13,-1884.83,509.857,0,0,0,-1944.04,-1884.83,131.576,0,0,0,345.387,0,-378.281,0,0,0,-224.666,0.32894,289.796,0,0,0,342.128,0.0175557,-378.31,0,0,0,2.76242,0.0942517,1.19671,0.0794991,-2.23049,-1.72864,0.531932,2.76242,0.100616,1.19671,0.0822564,-2.23049,-0.078959,-1.72864,-0.05474,346.321,-1.73128,-379.846,0,0,0,7.92209,0.151205,-3.12866,0.0599868,-4.63305,-0.160386,3.28904,7.92209,0.169458,-3.12866,0.0527784,-4.63305,-0.208579,-0.160386,0.0475319,0.230739,0.0186102,-0.151825,-0.125102,228.487,225.963,191.248,192.51,979.3,979.3,979.325,979.325,229.338,225.475,192.391,192.768,
1.713,-0.892902,-4.54357,12.5395,-7.10301,-0.00109236,-0.0173161,-0.18325,0.201659,230,230,180,200,345.387,0,-378.281,0,0,0,342.404,0.137226,-378.533,0,0,0,346.321,-1.73128,-379.846,0,0,0,-2286.13,-1884.83,509.857,0,0,0,-1940.75,-1884.83,131.576,0,0,0,345.387,0,-378.281,0,0,0,-224.666,0.32894,289.796,0,0,0,345.189,-0.00964574,-378.307,0,0,0,6.68718,0.18717,-1.47296,0.0444487,-1.54109,-3.67312,5.14608,6.68718,0.202577,-1.47296,0.041055,-1.54109,0.0674949,-3.67312,-0.240791,346.974,-1.84004,-380.12,0,0,0,8.21331,0.175885,-3.35642,0.0380301,-3.24269,-1.61419,4.97062,8.21331,0.194809,-3.35642,0.0302969,-3.24269,-0.0759296,-1.61419,-0.0873215,0.083486,0.00601573,-0.108309,0.00897634,230.381,225.332,191.879,192.51,979.4,979.4,979.425,979.425,229.191,225.462,192.431,192.906,
1.822,-0.89493,-4.54159,12.5357,-7.09917,-0.101442,0.0992213,-0.189769,0.19199,230,230,180,200,348.677,-3.2894,-378.281,0,0,0,345.858,-0.156942,-378.461,0,0,0,346.974,-1.84004,-380.12,0,0,0,-2286.13,-1884.83,509.857,0,0,0,-1937.46,-1888.12,131.576,0,0,0,345.387,0,-378.281,0,0,0,-224.337,-2.82308e-012,289.796,0,0,0,348.508,-3.09981,-378.3,0,0,0,7.53318,0.134616,-5.78722,-0.0597213,-0.525977,-1.21998,7.0072,7.53318,0.151973,-5.78722,-0.0730551,-0.525977,0.0937711,-1.21998,-0.15446,347.991,-2.37464,-380.225,0,0,0,3.33485,0.0612135,-1.59538,0.0152465,-1.67743,-0.0620429,1.65743,3.33485,0.068897,-1.59538,0.0115707,-1.67743,-0.0690486,-0.0620429,0.0104284,-0.0965939,0.141062,-0.153521,0.102975,229.119,224.7,191.879,191.879,979.5,979.5,979.525,979.525,229.008,225.599,192.382,193.004,
1.918,-0.894479,-4.54036,12.5316,-7.09672,0.0225571,0.0611979,-0.205999,0.122244,230,230,180,200,345.387,-3.2894,-378.281,0,0,0,349.261,-3.67853,-378.352,0,0,0,347.991,-2.37464,-380.225,0,0,0,-2286.13,-1884.83,509.857,0,0,0,-1940.75,-1888.12,131.576,0,0,0,345.387,0,-378.281,0,0,0,-224.337,-0.32894,289.796,0,0,0,345.643,-3.29103,-378.277,0,0,0,-5.94207,-0.0794657,5.31323,0.0491228,1.30558,-0.676737,-4.63649,-5.94207,-0.0931562,5.31323,0.0613644,1.30558,0.0219207,-0.676737,-0.00342994,347.995,-2.64337,-380.12,0,0,0,-5.15423,-0.0621704,6.08655,0.105846,-0.90392,-0.0284076,-6.05815,-5.15423,-0.0740457,6.08655,0.11987,-0.90392,-0.132365,-0.0284076,0.10364,0.0657713,0.196499,-0.21812,-0.0747648,229.119,225.332,191.879,192.51,979.6,979.6,979.625,979.625,229.171,225.656,192.313,192.829,
2.132,-0.894032,-4.5408,12.5278,-7.09294,0.022371,-0.0216845,-0.18998,0.189293,230,230,180,200,345.387,0,-378.281,0,0,0,345.048,-2.75971,-378.147,0,0,0,347.995,-2.64337,-380.12,0,0,0,-2286.13,-1884.83,509.857,0,0,0,-1940.75,-1884.83,131.576,0,0,0,345.387,0,-378.281,0,0,0,-224.337,-0.32894,289.796,0,0,0,345.348,-0.184644,-378.274,0,0,0,-2.97442,0.0632655,8.18222,0.170842,-0.904457,-4.30335,-3.87888,-2.97442,0.0564125,8.18222,0.189694,-0.904457,-0.00697103,-4.30335,-0.163338,347.13,-1.71205,-379.976,0,0,0,-0.540827,0.0693833,5.74115,0.163282,-2.84485,-2.35547,-3.38567,-0.540827,0.0681372,5.74115,0.176509,-2.84485,-0.151536,-2.35547,-0.019635,0.102197,0.0371802,-0.196921,0.0420039,229.119,225.963,191.879,192.51,979.8,979.8,979.825,979.825,229.208,225.496,192.331,192.949,
2.199,-0.893837,-4.54078,12.5239,-7.08927,0.00975967,0.000708641,-0.19381,0.183342,230,230,180,200,345.387,0,-378.281,0,0,0,345.05,0.633578,-378.364,0,0,0,347.13,-1.71205,-379.976,0,0,0,-2286.13,-1884.83,509.857,0,0,0,-1940.75,-1884.83,131.576,0,0,0,345.387,0,-378.281,0,0,0,-224.337,-0.32894,289.796,0,0,0,345.369,0.0397788,-378.288,0,0,0,2.3049,0.0770435,0.234249,0.0351162,-0.79313,-1.74602,1.51177,2.3049,0.082354,0.234249,0.0356559,-0.79313,0.0154522,-1.74602,-0.100472,346.838,-0.932243,-380.047,0,0,0,3.87454,0.0763201,-1.15256,0.0438488,-2.70372,-0.018255,1.17081,3.87454,0.085247,-1.15256,0.0411933,-2.70372,-0.13364,-0.018255,0.0424312,0.0681478,-0.00766508,-0.174716,0.107817,227.856,225.332,191.879,192.51,979.9,979.9,979.925,979.925,229.174,225.452,192.349,193.019,
2.268,-0.89557,-4.54029,12.5202,-7.08433,-0.0866586,0.0247737,-0.184891,0.246776,230,230,180,200,348.677,0,-378.281,0,0,0,345.599,0.0632038,-378.367,0,0,0,346.838,-0.932243,-380.047,0,0,0,-2286.13,-1884.83,509.857,0,0,0,-1937.46,-1884.83,131.576,0,0,0,88.8139,0,-378.281,0,0,0,-198.351,-0.32894,289.796,0,0,0,348.472,-0.0150499,-378.295,0,0,0,5.7162,0.11663,-3.41339,-0.0126893,-1.05337,-1.24944,4.66283,5.7162,0.1298,-3.41339,-0.0205537,-1.05337,0.0348288,-1.24944,-0.109716,347.424,-0.958211,-380.125,0,0,0,3.54944,0.0444422,-2.38691,0.00614533,-2.16858,1.00604,1.38086,3.54944,0.0526201,-2.38691,0.000645893,-2.16858,-0.123961,1.00604,0.0842707,-7.9077,-0.86889,0.0892394,9.66603,229.119,225.332,191.879,192.51,980,980,979.925,979.925,221.197,224.591,192.609,202.582,
2.354,-0.897517,-4.54066,12.5187,-7.08049,-0.0973541,-0.0185339,-0.0763485,0.192237,230,230,180,200,348.677,0,-381.571,0,0,0,349.044,-0.356389,-378.4,0,0,0,347.424,-0.958211,-380.125,0,0,0,-2286.13,-1884.83,509.857,0,0,0,-1937.46,-1884.83,128.287,0,0,0,39.4728,0,-378.281,0,0,0,-167.431,-0.32894,289.467,0,0,0,348.706,-0.0196704,-381.338,0,0,0,-240.966,-6.20101,71.7054,-1.26524,62.9976,106.263,-177.968,-240.966,-6.75619,71.7054,-1.10003,62.9976,-1.30887,106.263,6.98671,347.94,-1.07794,-380.539,0,0,0,-243.274,-6.28294,71.8638,-1.28469,63.0529,108.357,-180.221,-243.274,-6.84345,71.8638,-1.11911,63.0529,-1.38651,108.357,7.12992,-12.9764,-1.93122,-0.965129,17.5407,222.807,224.7,191.879,200.084,980.1,980.1,980.125,980.125,216.126,223.528,191.554,210.46,
