time,ctrlCorrection0,ctrlCorrection1,ctrlCorrection2,ctrlCorrection3,ctrlDisturbance0,ctrlDisturbance1,ctrlDisturbance2,ctrlDisturbance3,ctrlGround0,ctrlGround1,ctrlGround2,ctrlGround3,ctrlOutput0,ctrlOutput1,ctrlOutput2,ctrlOutput3,ctrlOutput4,ctrlOutput5,ctrlOutputKalman0,ctrlOutputKalman1,ctrlOutputKalman2,ctrlOutputKalman3,ctrlOutputKalman4,ctrlOutputKalman5,ctrlOutputLuenburger0,ctrlOutputLuenburger1,ctrlOutputLuenburger2,ctrlOutputLuenburger3,ctrlOutputLuenburger4,ctrlOutputLuenburger5,ctrlOutputOffset0,ctrlOutputOffset1,ctrlOutputOffset2,ctrlOutputOffset3,ctrlOutputOffset4,ctrlOutputOffset5,ctrlOutputRaw0,ctrlOutputRaw1,ctrlOutputRaw2,ctrlOutputRaw3,ctrlOutputRaw4,ctrlOutputRaw5,ctrlReference0,ctrlReference1,ctrlReference2,ctrlReference3,ctrlReference4,ctrlReference5,ctrlStateIntegral0,ctrlStateIntegral1,ctrlStateIntegral2,ctrlStateIntegral3,ctrlStateIntegral4,ctrlStateIntegral5,ctrlStateKalman0,ctrlStateKalman1,ctrlStateKalman2,ctrlStateKalman3,ctrlStateKalman4,ctrlStateKalman5,ctrlStateKalman6,ctrlStateKalman7,ctrlStateKalman8,ctrlStateKalman9,ctrlStateKalman10,ctrlStateKalman11,ctrlStateKalman12,ctrlStateKalman13,ctrlStateKalman14,ctrlStateKalman15,ctrlStateKalman16,ctrlStateKalman17,ctrlStateKalman18,ctrlStateKalman19,ctrlStateKalman20,ctrlStateLuenburger0,ctrlStateLuenburger1,ctrlStateLuenburger2,ctrlStateLuenburger3,ctrlStateLuenburger4,ctrlStateLuenburger5,ctrlStateLuenburger6,ctrlStateLuenburger7,ctrlStateLuenburger8,ctrlStateLuenburger9,ctrlStateLuenburger10,ctrlStateLuenburger11,ctrlStateLuenburger12,ctrlStateLuenburger13,ctrlStateLuenburger14,ctrlStateLuenburger15,ctrlStateLuenburger16,ctrlStateLuenburger17,ctrlStateLuenburger18,ctrlStateLuenburger19,ctrlStateLuenburger20,ctrlcommand0,ctrlcommand1,ctrlcommand2,ctrlcommand3,inletRead0,inletRead1,inletRead2,inletRead3,inletTime0,inletTime1,inletTime2,inletTime3,inletWrite0,inletWrite1,inletWrite2,inletWrite3,
0.001,-0.857274,-4.85524,12.6637,-6.95117,-0.0893415,0.0929935,-0.0503132,0.0466613,230,230,180,200,-621.697,0,0,0,0,0,-621.887,-0.0552518,0,0,0.0506956,0,-624.482,2.31491,0,0,2.10224,0,-1756.54,-2144.69,0,0,-1772.99,0,-2378.24,-2144.69,0,0,-1772.99,0,-624.986,0,0,0,0,0,465.779,6.5788,0,0,54.933,0,-621.71,-0.00492275,0,0,0.00281282,0,-3.62648,-0.104997,-0.785646,-0.0913973,3.13611,1.27601,-0.490367,-3.62648,-0.113353,-0.785646,-0.0932075,3.13611,0.138541,1.27601,0.00769276,-624.746,2.4138,0,0,2.2741,0,-8.20469,-0.163762,3.89918,-0.0255098,3.21974,1.08577,-4.98494,-8.20469,-0.182666,3.89918,-0.0165261,3.21974,0.0862699,1.08577,0.0588067,-0.219707,-0.0267731,0.22044,0.0532983,229.119,224.7,191.879,192.51,708.5,708.5,708.525,708.525,228.923,225.118,192.884,193.102,
0.101,-0.858315,-4.85439,12.6644,-6.9517,-0.0520487,0.0425532,0.0359761,-0.0264807,230,230,180,200,-621.697,0,0,0,3.2894,0,-622.072,-0.0834874,0,0,0.0518495,0,-624.746,2.4138,0,0,2.2741,0,-1756.54,-2144.69,0,0,-1772.99,0,-2378.24,-2144.69,0,0,-1769.7,0,-624.986,0,0,0,0,0,466.108,6.5788,0,0,55.262,0,-621.74,0.0104284,0,0,3.06119,0,-5.27822,-0.132406,0.631243,-0.0729786,3.13544,1.51154,-2.14278,-5.27822,-0.144567,0.631243,-0.0715242,3.13544,0.111079,1.51154,0.0444014,-625.2,2.50962,0,0,2.83265,0,-8.12487,-0.165443,3.32395,-0.0460051,3.81832,0.982609,-4.30656,-8.12487,-0.184163,3.32395,-0.0383467,3.81832,0.131072,0.982609,0.0303004,-0.148275,-0.107323,0.562008,-0.27777,228.487,224.7,191.879,192.51,708.6,708.6,708.625,708.625,228.993,225.038,193.226,192.771,
0.235,-0.858771,-4.85254,12.6622,-6.95086,-0.0228119,0.0924164,-0.111686,0.0420815,230,230,180,200,-624.986,0,0,0,0,0,-622.268,0.0735527,0,0,3.27547,0,-625.2,2.50962,0,0,2.83265,0,-1756.54,-2144.69,0,0,-1772.99,0,-2381.53,-2144.69,0,0,-1772.99,0,-624.986,0,0,0,0,0,466.108,6.5788,0,0,55.262,0,-624.785,0.000167999,0,0,0.243759,0,-4.3205,-0.0966077,-1.99871,-0.188176,7.62215,-1.30294,3.30165,-4.3205,-0.106562,-1.99871,-0.192781,7.62215,0.495298,-1.30294,-0.289357,-625.939,2.50399,0,0,2.87517,0,-6.30008,-0.106199,1.3003,-0.114847,6.61191,-1.61213,0.311831,-6.30008,-0.120714,1.3003,-0.111851,6.61191,0.407256,-1.61213,-0.240039,-0.0473104,0.0120009,0.212565,-0.173707,228.487,223.438,193.141,192.51,708.7,708.7,708.725,708.725,229.094,225.159,192.875,192.875,
0.349,-0.859333,-4.85083,12.6601,-6.94994,-0.0280883,0.0855118,-0.1032,0.0457767,230,230,180,200,-624.986,0,0,0,0,0,-625.217,-0.199703,0,0,-0.0864054,0,-625.939,2.50399,0,0,2.87517,0,-1756.54,-2144.69,0,0,-1772.99,0,-2381.53,-2144.69,0,0,-1772.99,0,-624.986,0,0,0,0,0,466.108,6.5788,0,0,55.262,0,-625.003,-0.0140721,0,0,-0.00620986,0,-1.13776,-0.0116234,-0.621757,-0.0699135,3.23951,-1.48,2.10176,-1.13776,-0.0142448,-0.621757,-0.071346,3.23951,0.239944,-1.48,-0.184844,-626.406,2.29256,0,0,2.4413,0,-3.19975,-0.0259402,2.53234,-0.00265094,2.36001,-1.6926,-0.839738,-3.19975,-0.0333125,2.53234,0.00318357,2.36001,0.157329,-1.6926,-0.134092,-0.0262985,0.0781717,0.00748796,-0.0658461,229.119,224.7,193.141,192.51,708.9,708.9,708.825,708.825,229.114,225.227,192.668,192.984,
0.452,-0.858929,-4.85021,12.6598,-6.95063,0.0201881,0.0311958,-0.0169182,-0.0344657,230,230,180,200,-624.986,0,0,0,3.2894,0,-625.117,-0.0762478,0,0,-0.216385,0,-626.406,2.29256,0,0,2.4413,0,-1756.54,-2144.69,0,0,-1772.99,0,-2381.53,-2144.69,0,0,-1769.7,0,-624.986,0,0,0,0,0,466.108,6.5788,0,0,55.5909,0,-625.015,0.0135942,0,0,3.04372,0,-2.67381,-0.028629,2.766,0.0309721,0.524783,-0.616979,-2.14903,-2.67381,-0.0347894,2.766,0.037345,0.524783,0.0121236,-0.616979,-0.01694,-626.554,2.27227,0,0,2.58631,0,-2.56116,-0.00919326,3.61424,0.0572601,0.165061,-1.21814,-2.3961,-2.56116,-0.0150942,3.61424,0.0655873,0.165061,0.00362471,-1.21814,-0.0373356,0.0449342,0.013137,0.245575,-0.310473,228.487,224.7,191.879,192.51,709,709,708.925,708.925,229.186,225.163,192.905,192.739,
0.548,-0.858687,-4.84942,12.6596,-6.95147,0.0121017,0.0391328,-0.00926181,-0.0419727,230,230,180,200,-624.986,0,0,0,3.2894,0,-625.282,0.290195,0,0,3.25862,0,-626.554,2.27227,0,0,2.58631,0,-1756.54,-2144.69,0,0,-1772.99,0,-2381.53,-2144.69,0,0,-1769.7,0,-624.986,0,0,0,0,0,466.108,6.5788,0,0,55.9198,0,-625.005,0.0182212,0,0,3.28402,0,-0.0234289,0.032989,0.215488,-0.0272426,2.19519,-2.38725,2.17176,-0.0234289,0.032935,0.215488,-0.0267462,2.19519,0.203459,-2.38725,-0.212627,-626.619,2.36016,0,0,2.86714,0,-0.394619,0.0475697,1.54881,0.00417574,1.95927,-3.11345,1.56465,-0.394619,0.0466605,1.54881,0.00774419,1.95927,0.199719,-3.11345,-0.237603,0.0634087,-0.0145808,0.411566,-0.466125,228.487,224.7,191.879,192.51,709.1,709.1,709.025,709.025,229.205,225.136,193.071,192.582,
0.649,-0.856507,-4.84871,12.6578,-6.95259,0.108991,0.0357589,-0.0885161,-0.0562339,230,230,180,200,-628.276,0,0,0,3.2894,0,-625.007,0.03977,0,0,3.06685,0,-626.619,2.36016,0,0,2.86714,0,-1756.54,-2144.69,0,0,-1772.99,0,-2384.82,-2144.69,0,0,-1769.7,0,-624.986,0,0,0,0,0,465.779,6.5788,0,0,56.2488,0,-628.057,0.019908,0,0,3.29152,0,-3.68506,-0.0209709,1.97399,-0.0617611,5.15583,-3.44476,1.47076,-3.68506,-0.0294613,1.97399,-0.057213,5.15583,0.37941,-3.44476,-0.329267,-626.852,2.24323,0,0,2.75617,0,-0.28413,0.0653063,1.25413,-0.0218371,3.42624,-4.39624,3.14211,-0.28413,0.0646517,1.25413,-0.0189476,3.42624,0.331375,-4.39624,-0.363231,0.226923,0.0538949,0.25014,-0.562808,228.487,224.7,193.141,192.51,709.2,709.2,709.125,709.125,229.37,225.205,192.908,192.485,
0.739,-0.856255,-4.84789,12.6579,-6.95373,0.0126055,0.0410657,0.00318573,-0.0568569,230,230,180,200,-624.986,0,0,0,3.2894,0,-628.425,0.217307,0,0,3.14444,0,-626.852,2.24323,0,0,2.75617,0,-1756.54,-2144.69,0,0,-1772.99,0,-2381.53,-2144.69,0,0,-1769.7,0,-624.986,0,0,0,0,0,465.779,6.5788,0,0,56.5777,0,-625.218,-0.00143928,0,0,3.25921,0,5.201,0.179581,-0.694559,0.0168478,0.666654,-5.1731,5.86766,5.201,0.191565,-0.694559,0.0152475,0.666654,0.231351,-5.1731,-0.384874,-626.651,2.09512,0,0,2.45847,0,4.72423,0.195371,0.790835,0.0493192,0.541938,-6.057,5.26617,4.72423,0.206256,0.790835,0.0511413,0.541938,0.237456,-6.057,-0.421043,0.121615,0.0289941,0.417267,-0.585282,229.119,224.7,191.879,192.51,709.3,709.3,709.225,709.225,229.265,225.181,193.075,192.461,
0.843,-0.855654,-4.84729,12.6581,-6.95514,0.0300471,0.0297515,0.0104557,-0.0702543,230,230,180,200,-624.986,0,0,0,3.2894,0,-624.698,-0.0708952,0,0,2.67245,0,-626.651,2.09512,0,0,2.45847,0,-1756.54,-2144.69,0,0,-1772.99,0,-2381.53,-2144.69,0,0,-1769.7,0,-624.986,0,0,0,0,0,465.779,6.5788,0,0,56.9067,0,-624.971,5.75727e-005,0,0,3.24819,0,0.394286,0.0889347,1.46515,-0.00923464,3.14539,-5.00483,3.53968,0.394286,0.0898432,1.46515,-0.00585893,3.14539,0.333193,-5.00483,-0.39789,-625.978,1.92312,0,0,1.99002,0,0.682986,0.117054,2.29337,0.0157249,2.97061,-5.94697,3.6536,0.682986,0.118627,2.29337,0.0210088,2.97061,0.34774,-5.94697,-0.446093,0.0729828,-0.00377954,0.538335,-0.61577,229.119,224.7,193.773,191.879,709.4,709.4,709.325,709.325,229.217,225.149,193.196,192.429,
0.93,-0.855881,-4.84575,12.6569,-6.95526,-0.0113409,0.0769999,-0.0596155,-0.00604348,230,230,180,200,-624.986,0,0,0,0,0,-624.931,0.146573,0,0,2.89422,0,-625.978,1.92312,0,0,1.99002,0,-1756.54,-2144.69,0,0,-1772.99,0,-2381.53,-2144.69,0,0,-1772.99,0,-624.986,0,0,0,0,0,465.779,6.5788,0,0,56.9067,0,-624.966,-0.00586212,0,0,0.202078,0,0.593609,0.0803591,-0.455183,-0.0781458,5.12157,-5.26,5.71518,0.593609,0.0817268,-0.455183,-0.0791945,5.12157,0.47808,-5.26,-0.486616,-625.756,1.89156,0,0,1.33948,0,-1.02194,0.079808,2.40289,-0.0176824,4.53713,-5.91809,3.51519,-1.02194,0.0774534,2.40289,-0.0121462,4.53713,0.432144,-5.91809,-0.477257,0.00771827,0.0459468,0.292276,-0.352645,229.119,224.7,191.879,192.51,709.4,709.4,709.425,709.425,229.152,225.2,192.949,192.692,
1.021,-0.854977,-4.84533,12.6574,-6.95708,0.0452251,0.0210385,0.0247832,-0.0910469,230,230,180,200,-624.986,0,0,0,3.2894,0,-624.907,-0.0513804,0,0,-0.369441,0,-625.756,1.89156,0,0,1.33948,0,-1756.54,-2144.69,0,0,-1772.99,0,-2381.53,-2144.69,0,0,-1769.7,0,-624.986,0,0,0,0,0,465.779,6.5788,0,0,57.2356,0,-625.001,0.0171408,0,0,3.03402,0,-3.49615,-0.0141571,3.35228,0.00551235,2.78693,-2.64306,-0.709218,-3.49615,-0.0222122,3.35228,0.013236,2.78693,0.202265,-2.64306,-0.199737,-625.78,1.92313,0,0,1.2002,0,-2.61751,0.0251998,3.70664,0.0245006,2.64273,-3.73186,0.0252139,-2.61751,0.0191691,3.70664,0.0330407,2.64273,0.230423,-3.73186,-0.265301,0.0753974,-0.0156106,0.456316,-0.523088,229.119,224.7,191.879,191.879,709.5,709.5,709.525,709.525,229.22,225.139,193.114,192.52,
1.131,-0.855204,-4.84378,12.6566,-6.9576,-0.0113594,0.0774541,-0.039923,-0.0261716,230,230,180,200,-624.986,0,0,0,0,0,-625.351,0.352369,0,0,3.10494,0,-625.78,1.92313,0,0,1.2002,0,-1756.54,-2144.69,0,0,-1772.99,0,-2381.53,-2144.69,0,0,-1772.99,0,-624.986,0,0,0,0,0,465.779,6.5788,0,0,57.2356,0,-624.992,0.00474744,0,0,0.21339,0,1.59561,0.0761003,-1.66164,-0.0834506,4.15728,-4.09125,5.7529,1.59561,0.0797766,-1.66164,-0.087279,4.15728,0.398938,-4.09125,-0.401161,-625.922,2.04334,0,0,1.01406,0,-0.158594,0.0764566,1.34441,-0.0233892,3.75872,-4.94453,3.60012,-0.158594,0.0760912,1.34441,-0.0202917,3.75872,0.368344,-4.94453,-0.407361,0.0298019,0.0332585,0.270423,-0.341081,229.119,225.332,191.879,192.51,709.6,709.6,709.625,709.625,229.175,225.189,192.927,192.701,
1.241,-0.855235,-4.84243,12.6559,-6.95822,-0.00154742,0.0674011,-0.034961,-0.0308927,230,230,180,200,-624.986,0,0,0,0,0,-624.833,-0.161417,0,0,-0.361899,0,-625.922,2.04334,0,0,1.01406,0,-1756.54,-2144.69,0,0,-1772.99,0,-2381.53,-2144.69,0,0,-1772.99,0,-624.986,0,0,0,0,0,465.779,6.5788,0,0,57.2356,0,-624.979,-0.00809513,0,0,-0.0235977,0,-0.228192,0.0328733,0.248917,-0.0355828,2.6965,-2.71723,2.46831,-0.228192,0.0323476,0.248917,-0.0350093,2.6965,0.242273,-2.71723,-0.246592,-625.802,1.91435,0,0,0.490565,0,-1.47931,0.0396817,2.74316,0.0173869,2.28319,-3.54705,0.803882,-1.47931,0.0362734,2.74316,0.0237071,2.28319,0.216985,-3.54705,-0.258062,0.00576139,0.0578624,0.154608,-0.225992,229.119,224.7,193.141,192.51,709.8,709.8,709.725,709.725,229.151,225.215,192.81,192.816,
1.323,-0.857078,-4.84113,12.657,-6.95881,-0.0921765,0.0650652,0.0567231,-0.0296118,230,230,180,200,-621.697,0,0,0,0,0,-625.002,0.0167966,0,0,-0.270429,0,-625.802,1.91435,0,0,0.490565,0,-1756.54,-2144.69,0,0,-1772.99,0,-2378.24,-2144.69,0,0,-1772.99,0,-624.986,0,0,0,0,0,466.108,6.5788,0,0,57.2356,0,-621.921,-0.0135623,0,0,-0.0371307,0,2.74246,0.0796218,-0.994339,-0.00144965,0.180714,-1.92884,2.92318,2.74246,0.0859404,-0.994339,-0.0037406,0.180714,0.0936553,-1.92884,-0.151236,-625.439,1.93166,0,0,0.274051,0,-2.03513,0.0193534,3.3157,0.0386781,1.33835,-2.61891,-0.696785,-2.03513,0.0146645,3.3157,0.0463174,1.33835,0.123284,-2.61891,-0.164696,-0.158053,-0.0148907,0.357101,-0.165299,229.119,224.7,191.879,192.51,709.8,709.8,709.825,709.825,228.985,225.144,193.014,192.876,
1.425,-0.858795,-4.84,12.6583,-6.9595,-0.0858184,0.0569158,0.0634711,-0.0345685,230,230,180,200,-621.697,0,0,0,0,0,-621.647,-0.112996,0,0,-0.329449,0,-625.439,1.93166,0,0,0.274051,0,-1756.54,-2144.69,0,0,-1772.99,0,-2378.24,-2144.69,0,0,-1772.99,0,-624.986,0,0,0,0,0,466.437,6.5788,0,0,57.2356,0,-621.696,-0.00552694,0,0,-0.0221601,0,-2.79118,-0.0535928,-0.0581968,-0.0714698,3.43577,-0.58639,0.644587,-2.79118,-0.0600237,-0.0581968,-0.0716039,3.43577,0.213215,-0.58639,-0.117006,-625.178,2.0085,0,0,0.239119,0,-7.23117,-0.109758,3.87788,-0.0373277,4.61957,-1.26628,-2.6116,-7.23117,-0.126418,3.87788,-0.0283931,4.61957,0.24898,-1.26628,-0.135662,-0.21312,-0.0667186,0.476835,-0.165963,229.119,224.7,193.141,193.773,709.9,709.9,709.925,709.925,228.928,225.093,193.135,192.875,
1.534,-0.860645,-4.83889,12.6597,-6.96021,-0.0924944,0.0554042,0.0727243,-0.0356341,230,230,180,200,-621.697,0,0,0,0,0,-621.975,-0.0113466,0,0,-0.0866188,0,-625.178,2.0085,0,0,0.239119,0,-1756.54,-2144.69,0,0,-1772.99,0,-2378.24,-2144.69,0,0,-1772.99,0,-624.986,0,0,0,0,0,466.766,6.5788,0,0,57.2356,0,-621.716,-0.00164605,0,0,-0.0075242,0,-4.05126,-0.0935686,-0.749184,-0.117788,4.92454,-0.124095,0.873279,-4.05126,-0.102903,-0.749184,-0.119514,4.92454,0.288852,-0.124095,-0.127425,-625.469,2.13397,0,0,0.402408,0,-8.73894,-0.154755,3.28339,-0.0857159,6.24959,-0.79405,-2.48934,-8.73894,-0.17489,3.28339,-0.078151,6.24959,0.330563,-0.79405,-0.147379,-0.21589,-0.0889485,0.528154,-0.189367,228.487,224.7,191.879,192.51,710,710,710.025,710.025,228.923,225.072,193.188,192.85,
1.644,-0.860825,-4.83787,12.6598,-6.96107,-0.00902149,0.0507568,0.00115826,-0.0428936,230,230,180,200,-624.986,0,0,0,0,0,-622.121,-0.0765644,0,0,-0.0948521,0,-625.469,2.13397,0,0,0.402408,0,-1756.54,-2144.69,0,0,-1772.99,0,-2381.53,-2144.69,0,0,-1772.99,0,-624.986,0,0,0,0,0,466.766,6.5788,0,0,57.2356,0,-624.795,0.0094102,0,0,0.00948338,0,-7.31776,-0.157995,0.573869,-0.143026,6.778,-0.0341118,-0.539757,-7.31776,-0.174855,0.573869,-0.141704,6.778,0.368357,-0.0341118,-0.145675,-626.269,2.19749,0,0,0.569195,0,-8.69732,-0.157803,2.74618,-0.104838,6.78756,-0.836416,-1.90977,-8.69732,-0.177842,2.74618,-0.0985105,6.78756,0.369292,-0.836416,-0.16979,-0.0542123,-0.0243412,0.305274,-0.218152,227.856,224.7,193.141,192.51,710.1,710.1,710.125,710.125,229.085,225.138,192.965,192.821,
1.739,-0.861334,-4.8368,12.66,-6.96191,-0.0254381,0.0538066,0.0134386,-0.0418071,230,230,180,200,-624.986,0,0,0,0,0,-625.526,0.0667971,0,0,0.0634591,0,-626.269,2.19749,0,0,0.569195,0,-1756.54,-2144.69,0,0,-1772.99,0,-2381.53,-2144.69,0,0,-1772.99,0,-624.986,0,0,0,0,0,466.766,6.5788,0,0,57.2356,0,-625.022,0.00149442,0,0,0.00111503,0,-1.20378,-0.0207346,-0.867766,-0.073127,3.09288,-1.02134,1.88911,-1.20378,-0.0235081,-0.867766,-0.0751263,3.09288,0.219446,-1.02134,-0.15244,-626.966,2.19372,0,0,0.646277,0,-3.2675,-0.0323896,1.74422,-0.0344331,3.34118,-1.8179,0.0736803,-3.2675,-0.039918,1.74422,-0.0304144,3.34118,0.227073,-1.8179,-0.175604,-0.00845389,0.0214348,0.190748,-0.205585,229.119,223.438,193.141,192.51,710.3,710.3,710.225,710.225,229.13,225.185,192.851,192.833,
1.836,-0.8609,-4.8368,12.662,-6.96433,0.0216925,-0.000332584,0.099721,-0.121081,230,230,180,200,-624.986,0,0,0,3.2894,0,-625.143,-0.0852822,0,0,-0.187796,0,-626.966,2.19372,0,0,0.646277,0,-1756.54,-2144.69,0,0,-1772.99,0,-2381.53,-2144.69,0,0,-1769.7,0,-624.986,0,0,0,0,0,466.766,6.5788,0,0,57.5645,0,-625.016,0.0127055,0,0,3.04563,0,-2.04312,-0.016501,1.92073,0.0106542,1.06399,-0.941595,-0.979131,-2.04312,-0.0212084,1.92073,0.0150796,1.06399,0.0661244,-0.941595,-0.0624663,-627.076,2.12536,0,0,0.919255,0,-1.97361,0.00472724,2.25045,0.00841387,1.84068,-2.11752,-0.132928,-1.97361,0.00018005,2.25045,0.0135989,1.84068,0.147667,-2.11752,-0.156025,0.0553241,-0.0354411,0.466839,-0.489118,229.119,223.438,193.141,192.51,710.3,710.3,710.325,710.325,229.194,225.128,193.129,192.547,
1.943,-0.860558,-4.83673,12.6642,-6.96692,0.0170952,0.00342971,0.108713,-0.129238,230,230,180,200,-624.986,0,0,0,3.2894,0,-625.221,0.204778,0,0,3.14354,0,-627.076,2.12536,0,0,0.919255,0,-1756.54,-2144.69,0,0,-1772.99,0,-2381.53,-2144.69,0,0,-1769.7,0,-624.986,0,0,0,0,0,466.766,6.5788,0,0,57.8935,0,-625.002,0.0134182,0,0,3.27678,0,-0.252583,0.0399158,0.265107,-0.0404047,3.14869,-3.16121,2.8961,-0.252583,0.0393339,0.265107,-0.0397939,3.14869,0.28443,-3.16121,-0.285892,-627.041,2.11206,0,0,1.17808,0,-0.472506,0.0584798,0.87106,-0.040481,4.04072,-4.43927,3.56821,-0.472506,0.0573911,0.87106,-0.0384741,4.04072,0.372266,-4.43927,-0.385217,0.0695244,-0.0592205,0.647921,-0.659544,229.119,224.7,193.141,192.51,710.4,710.5,710.425,710.425,229.209,225.104,193.312,192.374,
2.046,-0.861109,-4.83763,12.6652,-6.96641,-0.0275651,-0.044883,0.0472176,0.0252305,230,230,180,200,-624.986,3.2894,0,0,0,0,-625.027,0.0399289,0,0,2.98717,0,-627.041,2.11206,0,0,1.17808,0,-1756.54,-2144.69,0,0,-1772.99,0,-2381.53,-2141.4,0,0,-1772.99,0,-624.986,0,0,0,0,0,466.766,6.90775,0,0,57.8935,0,-624.989,3.05436,0,0,0.226809,0,-0.421707,0.099906,1.98656,-0.0258315,4.9554,-6.52025,4.53369,-0.421707,0.0989343,1.98656,-0.0212545,4.9554,0.484723,-6.52025,-0.532168,-626.831,2.31717,0,0,0.661772,0,-0.684324,0.0740948,0.895258,-0.0644004,5.67802,-5.88896,4.9937,-0.684324,0.0725181,0.895258,-0.0623377,5.67802,0.515027,-5.88896,-0.521713,-0.0778183,-0.151967,0.443477,-0.18735,229.119,225.332,193.141,192.51,710.6,710.6,710.525,710.525,229.061,225.01,193.109,192.846,
2.129,-0.861635,-4.83674,12.6661,-6.96769,-0.0262967,0.044656,0.045771,-0.0641302,230,230,180,200,-624.986,0,0,0,0,0,-625.031,3.25301,0,0,-0.22656,0,-626.831,2.31717,0,0,0.661772,0,-1756.54,-2144.69,0,0,-1772.99,0,-2381.53,-2144.69,0,0,-1772.99,0,-624.986,0,0,0,0,0,466.766,6.90775,0,0,57.8935,0,-624.975,0.219621,0,0,-0.0340644,0,-0.154018,-0.0504929,-4.73609,-0.16922,4.43494,0.455176,4.28092,-0.154018,-0.0508478,-4.73609,-0.180132,4.43494,0.293906,0.455176,-0.133873,-626.658,2.11001,0,0,0.0283856,0,-2.26291,-0.062705,-2.26592,-0.138856,5.00868,-0.479844,2.74577,-2.26291,-0.0679187,-2.26592,-0.144077,5.00868,0.326249,-0.479844,-0.176119,-0.0736854,-0.0286748,0.282325,-0.168697,229.119,225.332,191.879,192.51,710.6,710.6,710.625,710.625,229.065,225.135,192.948,192.864,
2.233,-0.862008,-4.83801,12.6674,-6.96736,-0.0186556,-0.0634097,0.0654207,0.0166446,230,230,180,200,-624.986,3.2894,0,0,0,0,-624.99,-0.253988,0,0,-0.462156,0,-626.658,2.11001,0,0,0.0283856,0,-1756.54,-2144.69,0,0,-1772.99,0,-2381.53,-2141.4,0,0,-1772.99,0,-624.986,0,0,0,0,0,466.766,7.23669,0,0,57.8935,0,-625.007,3.05384,0,0,-0.0128037,0,-3.97339,-0.0284927,3.52124,0.0143613,2.42821,-1.97606,-1.54518,-3.97339,-0.0376473,3.52124,0.0224743,2.42821,0.160073,-1.97606,-0.139092,-626.688,2.01733,0,0,-0.256612,0,-3.66937,-0.0491788,1.67855,-0.0383867,3.28024,-1.28942,-0.389126,-3.66937,-0.057633,1.67855,-0.0345194,3.28024,0.205551,-1.28942,-0.138518,-0.108212,-0.146516,0.228336,0.0556881,228.487,224.7,191.879,192.51,710.7,710.7,710.725,710.725,229.03,225.015,192.896,193.088,
2.349,-0.861687,-4.84014,12.6704,-6.96855,0.0160498,-0.106784,0.150187,-0.0594528,230,230,180,200,-624.986,3.2894,0,0,3.2894,0,-625.404,3.40596,0,0,0.141714,0,-626.688,2.01733,0,0,-0.256612,0,-1756.54,-2144.69,0,0,-1772.99,0,-2381.53,-2141.4,0,0,-1769.7,0,-624.986,0,0,0,0,0,466.766,7.56563,0,0,58.2224,0,-625.031,3.31257,0,0,3.06615,0,-3.78862,-0.0989589,0.476395,-0.0424886,1.75248,1.55975,-2.03614,-3.78862,-0.107688,0.476395,-0.041391,1.75248,0.0371317,1.55975,0.078635,-626.9,2.37303,0,0,0.220995,0,-1.97787,-0.0950027,-3.04789,-0.128882,3.19944,1.82632,1.22157,-1.97787,-0.0995597,-3.04789,-0.135904,3.19944,0.153453,1.82632,0.0129431,-0.060771,-0.283566,0.5104,-0.125884,228.487,223.438,191.879,192.51,710.9,710.9,710.825,710.825,229.078,224.876,193.181,192.906,
2.445,-0.862579,-4.84126,12.6721,-6.96821,-0.0446008,-0.055934,0.0838054,0.0167295,230,230,180,200,-624.986,3.2894,0,0,0,0,-625.41,3.36021,0,0,3.26976,0,-626.9,2.37303,0,0,0.220995,0,-1756.54,-2144.69,0,0,-1772.99,0,-2381.53,-2141.4,0,0,-1772.99,0,-624.986,0,0,0,0,0,466.766,7.89457,0,0,58.2224,0,-624.997,3.27403,0,0,0.226158,0,1.45852,-0.0259112,-6.41033,-0.190542,4.47755,0.474257,5.93607,1.45852,-0.0225508,-6.41033,-0.205312,4.47755,0.321798,0.474257,-0.153713,-626.869,2.1669,0,0,0.0580504,0,0.631677,-0.0649898,-7.45843,-0.240412,5.69349,1.13326,6.32517,0.631677,-0.0635344,-7.45843,-0.257596,5.69349,0.377144,1.13326,-0.152408,-0.138523,-0.236515,0.358345,0.0599965,228.487,224.7,193.141,191.879,711,711,710.925,710.925,228.999,224.922,193.03,193.092,
2.543,-0.863281,-4.84286,12.6739,-6.96772,-0.035102,-0.0801982,0.0905758,0.0247245,230,230,180,200,-624.986,3.2894,0,0,0,0,-624.851,2.633,0,0,-0.367449,0,-626.869,2.1669,0,0,0.0580504,0,-1756.54,-2144.69,0,0,-1772.99,0,-2381.53,-2141.4,0,0,-1772.99,0,-624.986,0,0,0,0,0,466.766,8.22351,0,0,58.2224,0,-624.983,3.24799,0,0,-0.0213525,0,-1.88796,-0.0908123,-3.36343,-0.136857,3.54817,1.70322,1.66021,-1.88796,-0.0951622,-3.36343,-0.144606,3.54817,0.184725,1.70322,-0.00459175,-626.583,1.54672,0,0,-0.591946,0,-1.93265,-0.125616,-5.4766,-0.204828,4.7888,2.62045,2.85615,-1.93265,-0.130069,-5.4766,-0.217446,4.7888,0.246263,2.62045,-0.00133502,-0.173619,-0.215901,0.249301,0.185054,229.119,224.7,193.773,192.51,711.1,711.1,711.025,711.025,228.963,224.941,192.923,193.217,
